chr4    110617422       110642123       ENSG00000164093 chr4    110645947       110646044       UNICORN_279715
chr4    110617422       110642123       ENSG00000164093 chr4    110646057       110646139       UNICORN_279716
chr4    110617422       110642123       ENSG00000164093 chr4    110646413       110646440       UNICORN_279717
chr4    110617422       110642123       ENSG00000164093 chr4    110649086       110649110       UNICORN_279718
chr4    110617422       110642123       ENSG00000164093 chr4    110649190       110649201       UNICORN_279719
chr4    110617422       110642123       ENSG00000164093 chr4    110649254       110649268       UNICORN_279720
chr4    110617422       110642123       ENSG00000164093 chr4    110649520       110649531       UNICORN_279721
chr4    110617422       110642123       ENSG00000164093 chr4    110649542       110649701       UNICORN_279722
chr4    110617422       110642123       ENSG00000164093 chr4    110649719       110649743       UNICORN_279723
chr4    110617422       110642123       ENSG00000164093 chr4    110649758       110649795       UNICORN_279724
chr5    37812676        37840041        ENSG00000168621 chr5    37802693        37802706        UNICORN_299375
chr5    37812676        37840041        ENSG00000168621 chr5    37805477        37805490        UNICORN_299376
chr5    37812676        37840041        ENSG00000168621 chr5    37806023        37806167        UNICORN_299377
chr5    37812676        37840041        ENSG00000168621 chr5    37806180        37806268        UNICORN_299378
chr5    37812676        37840041        ENSG00000168621 chr5    37806279        37806293        UNICORN_299379
chr5    37812676        37840041        ENSG00000168621 chr5    37808010        37808028        UNICORN_299380
chr5    44300246        44389706        ENSG00000070193 chr5    44291945        44291957        UNICORN_300475
chr5    44300246        44389706        ENSG00000070193 chr5    44292133        44292148        UNICORN_300476
chr5    44300246        44389706        ENSG00000070193 chr5    44292794        44292805        UNICORN_300477
chr5    44300246        44389706        ENSG00000070193 chr5    44292899        44292955        UNICORN_300478
chr5    44300246        44389706        ENSG00000070193 chr5    44292963        44293129        UNICORN_300479
chr5    53480625        53487134        ENSG00000134363 chr5    53472592        53472603        UNICORN_301917
chr5    53480625        53487134        ENSG00000134363 chr5    53472782        53472891        UNICORN_301918
chr5    53480625        53487134        ENSG00000134363 chr5    53472924        53472953        UNICORN_301919
chr5    53480625        53487134        ENSG00000134363 chr5    53472961        53472980        UNICORN_301920
chr5    53480625        53487134        ENSG00000134363 chr5    53472991        53473011        UNICORN_301921
chr5    53480625        53487134        ENSG00000134363 chr5    53473018        53473034        UNICORN_301922
chr5    53480625        53487134        ENSG00000134363 chr5    53473210        53473225        UNICORN_301923
chr5    53480625        53487134        ENSG00000134363 chr5    53473243        53473303        UNICORN_301924
chr5    53480625        53487134        ENSG00000134363 chr5    53473311        53473364        UNICORN_301925
chr5    53480625        53487134        ENSG00000134363 chr5    53473371        53473415        UNICORN_301926
chr5    53480625        53487134        ENSG00000134363 chr5    53473430        53473446        UNICORN_301927
chr5    53480625        53487134        ENSG00000134363 chr5    53474448        53474463        UNICORN_301928
chr5    53480625        53487134        ENSG00000134363 chr5    53475754        53475768        UNICORN_301929
chr5    53480625        53487134        ENSG00000134363 chr5    53488857        53488870        UNICORN_301930
chr5    53480625        53487134        ENSG00000134363 chr5    53488928        53488943        UNICORN_301931
chr5    53480625        53487134        ENSG00000134363 chr5    53490745        53490771        UNICORN_301932
chr5    112707517       112846239       ENSG00000134982 chr5    112699728       112699741       UNICORN_315072
chr5    112707517       112846239       ENSG00000134982 chr5    112700010       112700021       UNICORN_315073
chr5    112707517       112846239       ENSG00000134982 chr5    112700578       112700591       UNICORN_315074
chr5    112707517       112846239       ENSG00000134982 chr5    112700632       112700655       UNICORN_315075
chr5    112707517       112846239       ENSG00000134982 chr5    112700747       112700766       UNICORN_315076
chr5    112707517       112846239       ENSG00000134982 chr5    112702989       112703008       UNICORN_315077
chr5    112707517       112846239       ENSG00000134982 chr5    112703597       112703608       UNICORN_315078
chr5    174724581       174730896       ENSG00000120149 chr5    174715930       174715942       UNICORN_326077
chr5    174724581       174730896       ENSG00000120149 chr5    174718574       174718603       UNICORN_326078
chr5    174724581       174730896       ENSG00000120149 chr5    174719521       174719532       UNICORN_326079
chr5    174724581       174730896       ENSG00000120149 chr5    174737901       174737912       UNICORN_326080
chr5    174724581       174730896       ENSG00000120149 chr5    174739818       174739839       UNICORN_326081
chr5    174724581       174730896       ENSG00000120149 chr5    174740269       174740354       UNICORN_326082
chr5    174724581       174730896       ENSG00000120149 chr5    174740375       174740454       UNICORN_326083
chr5    174724581       174730896       ENSG00000120149 chr5    174740465       174740495       UNICORN_326084
chr5    174724581       174730896       ENSG00000120149 chr5    174740525       174740552       UNICORN_326085
chr5    174724581       174730896       ENSG00000120149 chr5    174740717       174740731       UNICORN_326086
chr6    121435594       121449727       ENSG00000152661 chr6    121456016       121456040       UNICORN_350595
chr6    121435594       121449727       ENSG00000152661 chr6    121456053       121456070       UNICORN_350596
chr6    121435594       121449727       ENSG00000152661 chr6    121456108       121456148       UNICORN_350597
chr6    121435594       121449727       ENSG00000152661 chr6    121456163       121456191       UNICORN_350598
chr6    121435594       121449727       ENSG00000152661 chr6    121457041       121457055       UNICORN_350599
chr6    121435594       121449727       ENSG00000152661 chr6    121457334       121457360       UNICORN_350600
chr6    121435594       121449727       ENSG00000152661 chr6    121457377       121457392       UNICORN_350601
chr6    121435594       121449727       ENSG00000152661 chr6    121457466       121457481       UNICORN_350602
chr6    121435594       121449727       ENSG00000152661 chr6    121457551       121457564       UNICORN_350603
chr7    41667167        41705834        ENSG00000122641 chr7    41657268        41657287        UNICORN_363663
chr7    41667167        41705834        ENSG00000122641 chr7    41657763        41657806        UNICORN_363664
chr7    41667167        41705834        ENSG00000122641 chr7    41657838        41657885        UNICORN_363665
chr7    41667167        41705834        ENSG00000122641 chr7    41657897        41657999        UNICORN_363666
chr7    41667167        41705834        ENSG00000122641 chr7    41660368        41660438        UNICORN_363667
chr7    41667167        41705834        ENSG00000122641 chr7    41660475        41660672        UNICORN_363668
chr7    41667167        41705834        ENSG00000122641 chr7    41660708        41660722        UNICORN_363669
chr7    41667167        41705834        ENSG00000122641 chr7    41660750        41660765        UNICORN_363670
chr7    41667167        41705834        ENSG00000122641 chr7    41661032        41661046        UNICORN_363671
chr7    41667167        41705834        ENSG00000122641 chr7    41661822        41661833        UNICORN_363672
chr7    41667167        41705834        ENSG00000122641 chr7    41662042        41662062        UNICORN_363673
chr7    41667167        41705834        ENSG00000122641 chr7    41666012        41666023        UNICORN_363674
chr7    41960948        42264100        ENSG00000106571 chr7    42268312        42268363        UNICORN_363728
chr7    41960948        42264100        ENSG00000106571 chr7    42268393        42268528        UNICORN_363729
chr7    41960948        42264100        ENSG00000106571 chr7    42271100        42271121        UNICORN_363730
chr7    41960948        42264100        ENSG00000106571 chr7    42271393        42271405        UNICORN_363731
chr7    129188632       129213545       ENSG00000128602 chr7    129186215       129186241       UNICORN_376962
chr7    129188632       129213545       ENSG00000128602 chr7    129186258       129186292       UNICORN_376963
chr7    129188632       129213545       ENSG00000128602 chr7    129186327       129186343       UNICORN_376964
chr9    122202576       122229626       ENSG00000106852 chr9    122232286       122232298       UNICORN_422664
chr9    122202576       122229626       ENSG00000106852 chr9    122233155       122233167       UNICORN_422665
chr9    122202576       122229626       ENSG00000106852 chr9    122233211       122233260       UNICORN_422666
chr9    122202576       122229626       ENSG00000106852 chr9    122233328       122233340       UNICORN_422667
chr9    122202576       122229626       ENSG00000106852 chr9    122233359       122233378       UNICORN_422668
chr9    122202576       122229626       ENSG00000106852 chr9    122233415       122233457       UNICORN_422669
chr9    136196249       136205128       ENSG00000107187 chr9    136190489       136190537       UNICORN_423585
